Unnamed: 0,time,BTC_open,BTC_close,BTC_volume,LINK_open,LINK_close,LINK_volume,perc_BTC_change_1hr,perc_BTC_change_2hr,perc_BTC_change_3hr,perc_BTC_change_4hr,perc_BTC_change_5hr,perc_BTC_change_6hr,perc_LINK_change_1hr,perc_LINK_change_2hr,perc_LINK_change_3hr,perc_LINK_change_4hr,perc_LINK_change_5hr,perc_LINK_change_6hr,lag_time,met_threshold
8104,2017-11-12 07:00:00,5616.67,6138.88,171567794.75,0.1521,0.1674,95719.28,9.296918119180306,5.205359254448047,2.2190918158188833,1.1602595052789229,-0.7435887900634901,-0.9036523827818477,10.059171597633123,3.4610630407910965,0.359712230215821,1.270417422867508,-1.5294117647058934,-3.9586919104991494,0 days 04:00:00,1.0
8105,2017-11-12 08:00:00,6138.0,6175.41,139675410.64,0.1674,0.1653,63182.32,0.5950596851542911,9.947300016023645,5.831393933993007,2.827356421745671,1.7622234269922994,-0.15295390202219344,-1.2544802867383458,8.678500986193287,2.1631644004944395,-0.8992805755395692,0.0,-2.7647058823529465,,
8106,2017-11-12 09:00:00,6175.39,6219.36,78581727.39,0.1653,0.1675,27767.01,0.7116936365358708,1.3109883236029953,10.729787953780688,6.5845892300784445,3.559172174017294,2.4864586955196186,1.3309134906231141,0.059737156511360065,10.124917817225507,3.5228677379480904,0.4196642685851356,1.3309134906231141,,
8107,2017-11-12 10:00:00,6219.88,6377.67,53126071.5,0.1675,0.1733,6626.65,2.545438758971991,3.2752481211773827,3.889797487489574,13.548346894083721,9.297634675431947,6.1952074810052675,3.4626865671641784,4.839685420447675,3.5244922341696636,13.938198553583165,7.107540173053159,3.8968824940047995,,
8108,2017-11-12 11:00:00,6377.73,6380.07,67646118.37,0.1733,0.1725,17937.41,0.03763129795049973,2.584027938566027,3.3141119375069814,3.928892566722262,13.591076610821299,9.338764793989506,-0.46162723600693767,2.9850746268656576,4.355716878402894,3.046594982078849,13.412228796844165,6.613102595797272,,
8109,2017-11-12 12:00:00,6380.07,6194.6,50235039.08,0.1725,0.1636,16867.24,-2.907021396316958,-2.8704840482495912,-0.3981117028118538,0.31074859806880045,0.9076574228523812,10.288959709437936,-5.159420289855068,-5.597230236583966,-2.3283582089552324,-1.0284331518451344,-2.270011947431301,7.560815253122934,,
8526,2017-11-29 21:00:00,9509.08,10194.6,132095964.1,0.14,0.1458,60485.52,7.199301783921047,6.6452147424095305,-1.7405946300742456,-3.808647654093833,-6.029640308459779,-6.16405320923246,4.1428571428571415,0.2751031636863903,-5.631067961165039,-7.6630778974034195,-8.47457627118643,-9.833024118738402,0 days 04:00:00,1.0
8527,2017-11-29 22:00:00,10194.32,9998.52,105436603.83,0.1458,0.1478,37118.82,-1.9233711965158016,5.137461290543059,4.594031399591603,-3.6304877308270984,-5.65876441865402,-7.837039140029159,1.3717421124828353,5.5714285714285525,1.6506189821182844,-4.336569579288033,-6.39645345155163,-7.219083490269937,,
8528,2017-11-29 23:00:00,10000.65,9837.86,81234878.67,0.1478,0.1495,19711.34,-1.606837811996174,-3.4993035528613166,3.4480728079537735,2.9133749539718137,-5.178989493204461,-7.174675064279475,1.1502029769959454,2.5377229080932655,6.785714285714271,2.819807427785414,-3.23624595469256,-5.319822672577592,,
8529,2017-11-30 00:00:00,9848.05,10018.15,64907773.93,0.1494,0.1543,70105.24,1.8326140034519605,0.19632905670038367,-1.7308182763423843,5.3438766765335135,4.799379874803324,-3.441286376442271,3.2107023411371225,4.397834912043306,5.829903978052112,10.214285714285698,6.121045392022002,-0.12944983818770597,,
8530,2017-11-30 01:00:00,10019.22,10497.24,101382636.69,0.1545,0.1631,33071.88,4.782220270209571,6.70247391200931,4.987938214855792,2.968630451415449,10.381652900383271,9.811117062230098,5.703175631885938,9.096989966555185,10.35182679296347,11.865569272976668,16.499999999999986,12.173314993122416,,
8531,2017-11-30 02:00:00,10498.98,10469.0,61612146.38,0.1631,0.1595,49818.15,-0.2690230955946495,4.500331897605849,6.415419613615151,4.705496413469189,2.6916210542836367,10.08470076078212,-2.2072348252605716,3.3700583279326053,6.688963210702347,7.916102841677955,9.396433470507537,13.92857142857142,,
8735,2017-12-08 14:00:00,15114.61,15870.89,209043227.27,0.2282,0.2394,61346.65,5.00363555526738,5.944579473003661,6.429111256108261,5.719736508167007,3.2080491260972948,1.4247881829812672,5.74204946996467,6.399999999999999,8.227848101265819,3.681247293200523,2.7467811158798234,0.3773584905660427,0 days 05:00:00,1.0
8736,2017-12-08 15:00:00,15870.55,15482.34,162427444.28,0.2399,0.2353,70386.56,-2.448192886473281,2.4329440190649945,3.350851814741554,3.823521325199485,3.131513439375766,0.6813170091243314,-1.712614870509604,3.9310954063604324,4.577777777777779,6.374321880650995,1.9055868341273343,0.9871244635193118,,
8737,2017-12-08 16:00:00,15482.34,15246.44,168237318.38,0.2352,0.2363,61350.37,-1.523671486351544,-3.934561955882745,0.8722024584160617,1.7761243547388994,2.2415919346413062,1.5601279756571873,0.42498937526561875,-1.2949039264828703,4.372791519434638,5.022222222222224,6.826401446654612,2.3386747509744548,,
8738,2017-12-08 17:00:00,15246.45,15013.31,116348227.39,0.235,0.2307,51357.99,-1.5290782635159488,-3.029451620362301,-5.403477687766722,-0.6702124633053785,0.2198877597816255,0.6782379760960304,-2.369868810833695,-1.954951126221853,-3.634085213032587,1.8992932862190806,2.5333333333333257,4.2947558770343495,,
8739,2017-12-08 18:00:00,15003.68,15219.75,112615734.01,0.2313,0.2513,58231.61,1.3750465420350377,-0.17505725926839646,-1.6960614480756795,-4.102731478826955,0.6956183454286906,1.5979578608538987,8.929345470307775,6.347862886161665,6.7998300042499,4.970760233918138,10.99823321554772,11.688888888888895,,
8740,2017-12-08 19:00:00,15210.29,15275.1,120846473.94,0.2477,0.2741,51117.78,0.36367220223722707,1.7437194063134704,0.18797830837887305,-1.3385573498579657,-3.7539797705106586,1.0618203182219044,9.072821329088733,18.81231035977461,15.99661447312738,16.489587760305994,14.494569757727657,21.068904593639587,,
8763,2017-12-09 18:00:00,13439.54,14322.63,228100012.73,0.2233,0.2317,47015.94,6.544118795707175,0.13171334310695507,-2.7705970364054604,-4.93175526015175,-5.940055676939778,-3.7471245365488794,3.715308863025964,-1.8636171113934836,-1.9051651143099086,-7.5418994413407825,-6.232294617563738,-3.7790697674418596,0 days 04:00:00,1.0
8764,2017-12-09 19:00:00,14322.63,14261.02,123662403.32,0.2316,0.2338,49845.03,-0.43015842760721157,6.0858102895876005,-0.2990116605459143,-3.1888375073655384,-5.340699326878457,-6.344662454448073,0.906344410876141,4.655326768128926,-0.974163490046589,-1.0160880609652776,-6.703910614525133,-5.382436260623221,,
8765,2017-12-09 20:00:00,14260.37,14533.76,107484192.18,0.2338,0.2457,37638.06,1.9124859231667846,1.4741007761842695,8.114686477853384,1.6077557067043022,-1.3373376526397824,-3.5303535265368855,5.089820359281434,6.0422960725075585,9.982094897045664,4.066073697585767,4.0220152413209185,-1.9553072625698276,,
8766,2017-12-09 21:00:00,14531.16,14576.86,68221403.48,0.2456,0.2454,41286.47,0.29655092694526647,2.2147083448448996,1.7750231626454178,8.435301582767426,1.909074448100816,-1.044752612899807,-0.12210012210011996,4.961505560307955,5.912818299525256,9.847806624888102,3.9390088945362147,3.8950042337002597,,
8767,2017-12-09 22:00:00,14585.06,14853.2,114312969.39,0.2453,0.2398,44085.35,1.895744350978195,2.1979171253688,4.152437904161134,3.704417414958018,10.49095768698891,3.84100997008485,-2.281988590057047,-2.4013024013023965,2.566295979469634,3.495899870522237,7.341092211280227,1.5671325709445187,,
8768,2017-12-09 23:00:00,14848.07,14843.42,108222308.05,0.2399,0.2431,45221.99,-0.06584439716694486,1.8286517123715225,2.130625522920427,4.083859359288463,3.6361338664756464,10.41820558197593,1.3761467889908245,-0.9372453137734297,-1.0582010582010546,3.977758768177931,4.920155373327588,8.818263205013439,,
8782,2017-12-10 13:00:00,13952.22,14864.81,141625352.28,0.2274,0.2397,41396.04,6.56297224524206,7.37187983730406,7.260158817778066,8.104013899161266,9.961378022682,8.67026541763105,5.4089709762533005,5.270092226613958,5.734450816056455,5.827814569536419,10.511756569847849,9.05368516833485,0 days 02:00:00,1.0
8783,2017-12-10 14:00:00,14868.97,15216.22,213100525.66,0.2396,0.2452,63368.68,2.3640396345462866,9.082163144870142,9.910193633015343,9.795831484307632,10.659635634272865,12.560908581831473,2.294534835210682,7.82761653474055,7.685551163812028,8.160564622849575,8.256070640176597,13.047487321346237,,
8784,2017-12-10 15:00:00,15216.28,15446.69,171528280.19,0.2452,0.2523,41252.18,1.5146337263788323,3.91447990253492,10.734358377325925,11.574930494509273,11.458836178127024,12.335723797077492,2.8955954323001727,5.256570713391751,10.949868073878644,10.803689064558634,11.292456991618884,11.390728476821199,,
8785,2017-12-10 16:00:00,15437.56,15206.25,117708463.44,0.252,0.2482,74431.81,-1.556579435464818,-0.06552218619341299,2.2969684779018404,9.010690126830557,9.838178071297577,9.723890855169879,-1.6250495441934285,1.2234910277324644,3.5460992907801447,9.146877748460867,9.003074220465521,9.483899426554913,,
8786,2017-12-10 17:00:00,15205.98,15418.34,64495657.98,0.2483,0.2518,48562.62,1.3947554459515012,-0.18353446596002357,1.3283193854978492,3.7237610167906663,10.531122664043842,11.370152041680907,1.4504431909750282,-0.1981767736821246,2.6916802610114288,5.047976637463507,10.729991204925257,10.584101888449718,,
8787,2017-12-10 18:00:00,15414.98,15249.44,80479729.26,0.2519,0.2508,41328.38,-1.095448666977117,0.28402794903411765,-1.276972607076338,0.21831966151909715,2.5875204593937027,9.320310954225732,-0.3971405877680702,1.0475423045930778,-0.5945303210463738,2.2838499184339405,4.63078848560702,10.290237467018484,,
9011,2017-12-20 02:00:00,16297.59,17214.5,277415585.66,0.3305,0.3597,275609.74,5.627277970719258,1.784457833462423,-1.76446754966132,0.41819281669690495,1.4425711709694293,-2.1490878540839473,8.835098335854767,-3.202368137782553,-15.523720056364487,-13.492063492063489,-7.030240372189196,-17.13890808569453,0 days 04:00:00,1.0
9012,2017-12-20 03:00:00,17213.42,16804.95,133925780.78,0.3596,0.3617,239315.07,-2.37909901536495,3.114300440561078,-0.6370952006480337,-4.101588134925843,-1.970855419852408,-0.9708480409199925,0.5560189046427583,9.440242057488653,-2.664155005382122,-15.054015969938936,-13.011063011063007,-6.513310933057637,,
