Unnamed: 0,time,BTC_open,BTC_close,BTC_volume,LTC_open,LTC_close,LTC_volume,perc_BTC_change_1hr,perc_BTC_change_2hr,perc_BTC_change_3hr,perc_BTC_change_4hr,perc_BTC_change_5hr,perc_BTC_change_6hr,perc_LTC_change_1hr,perc_LTC_change_2hr,perc_LTC_change_3hr,perc_LTC_change_4hr,perc_LTC_change_5hr,perc_LTC_change_6hr,lag_time,met_threshold
5346,2017-07-20 15:00:00,2581.87,2627.25,54757561.72,42.9,44.6,8043105.71,1.7576407797449178,0.8630320527340233,4.020255690479111,6.238652308762347,11.56998471207745,12.078784698670278,3.9627039627039693,2.1062271062271103,3.432282003710584,4.27870002338087,7.599517490952952,9.206660137120465,,
5347,2017-07-20 16:00:00,2627.25,2594.96,46442904.55,44.6,43.95,7496703.98,-1.2290417737177644,0.5069968666121898,-0.37661674543241613,2.741803294915093,4.932934892052885,10.198742993035495,-1.45739910313901,2.4475524475524577,0.6181318681318753,1.9248608534322948,2.7589431844750987,6.0313630880579,,
6714,2017-09-15 12:00:00,3018.12,3360.86,155912672.49,37.0,44.99,33790247.73,11.356075967821036,10.808663283910805,9.886610342392304,6.705146888404184,7.347252964868748,7.185319368788994,21.5945945945946,20.8758731864589,10.67650676506766,2.4362477231329693,2.975509269855812,3.0226700251889174,0 days 03:00:00,1.0
6715,2017-09-15 13:00:00,3360.86,3401.17,92387482.11,44.99,49.16,28711727.76,1.199395392845877,12.691675612633036,12.137697286212132,11.204585284193458,7.9849635041131295,8.634770971275993,9.268726383640796,32.864864864864856,32.07952713594841,20.934809348093477,11.93078324225864,12.52002746623941,,
6716,2017-09-15 14:00:00,3401.17,3658.9,150758195.59,49.16,55.03,42714665.35,7.577686501997842,8.867968317632984,21.231097504406723,20.63514043712063,19.631320132876464,16.167725507751605,11.9406021155411,22.316070237830626,48.72972972972973,47.85061794734015,35.375153751537525,25.295992714025502,,
6717,2017-09-15 15:00:00,3658.9,3729.49,100240358.02,55.03,54.13,23325291.73,1.9292683593429634,9.653148769394052,10.968323583844601,23.56997071024346,22.962516031822947,21.939329340064337,-1.6354715609667427,10.10984540276649,20.3156256945988,46.297297297297305,45.43256313809781,33.16113161131612,,
6718,2017-09-15 16:00:00,3729.49,3592.83,109635133.53,54.13,49.92,21284958.48,-3.6643079884917205,-1.8057339637596044,5.635119679404435,6.902102438066442,19.04198640213113,18.456790734018448,-7.777572510622576,-9.28584408504452,1.5459723352319064,10.957990664592131,34.918918918918926,34.121440085975294,,
6719,2017-09-15 17:00:00,3592.83,3597.26,61902045.5,49.92,50.3,13538929.82,0.12330113030675793,-3.5455249913526936,-1.6846593238404948,5.765368975970038,7.0339139386942655,19.188766516904572,0.7612179487179396,-7.075558839830048,-8.595311648191903,2.318958502847845,11.802622805067783,35.94594594594594,,
8104,2017-11-12 07:00:00,5616.67,6138.88,171567794.75,57.73,59.69,8580045.85,9.296918119180306,5.205359254448047,2.2190918158188833,1.1602595052789229,-0.7435887900634901,-0.9036523827818477,3.3951151914082813,0.2687720477070327,-2.131496966715862,-1.1918556530375748,-1.8902038132807455,-3.053435114503821,0 days 00:00:00,0.0
8105,2017-11-12 08:00:00,6138.0,6175.41,139675410.64,59.69,59.47,4364225.17,0.5950596851542911,9.947300016023645,5.831393933993007,2.827356421745671,1.7622234269922994,-0.15295390202219344,-0.3685709499078554,3.0140308331889867,-0.10078951789014325,-2.4922118380062357,-1.556033769243499,-2.251808021038798,,
8106,2017-11-12 09:00:00,6175.39,6219.36,78581727.39,59.47,58.94,2764751.16,0.7116936365358708,1.3109883236029953,10.729787953780688,6.5845892300784445,3.559172174017294,2.4864586955196186,-0.8912056499075184,-1.256491874685877,2.0959639702061335,-0.99109692591971,-3.3612067552057785,-2.4333719582850506,,
8107,2017-11-12 10:00:00,6219.88,6377.67,53126071.5,58.95,59.48,2352141.71,2.545438758971991,3.2752481211773827,3.889797487489574,13.548346894083721,9.297634675431947,6.1952074810052675,0.916185951815404,0.016815200941647908,-0.35181772491204705,3.031352849471679,-0.08399126490845668,-2.47581570749304,,
8108,2017-11-12 11:00:00,6377.73,6380.07,67646118.37,59.48,58.95,2245305.62,0.03763129795049973,2.584027938566027,3.3141119375069814,3.928892566722262,13.591076610821299,9.338764793989506,-0.891055817081362,0.016966406515108782,-0.8743904489658585,-1.2397386496900566,2.1132859864888376,-0.9742986729380115,,
8109,2017-11-12 12:00:00,6380.07,6194.6,50235039.08,58.99,58.72,1932300.48,-2.907021396316958,-2.8704840482495912,-0.3981117028118538,0.31074859806880045,0.9076574228523812,10.288959709437936,-0.3901611535199389,-1.2777404169468698,-0.37326094333220033,-1.261140070623844,-1.6250628245937326,1.7148796119868388,,
8526,2017-11-29 21:00:00,9509.08,10194.6,132095964.1,83.81,90.06,12544105.29,7.199301783921047,6.6452147424095305,-1.7405946300742456,-3.808647654093833,-6.029640308459779,-6.16405320923246,7.188764579861945,6.453900709219868,-5.329549038158303,-7.516943930991983,-8.689039845888669,-9.359903381642509,0 days 04:00:00,1.0
8527,2017-11-29 22:00:00,10194.32,9998.52,105436603.83,90.06,87.3,10904370.54,-1.9233711965158016,5.137461290543059,4.594031399591603,-3.6304877308270984,-5.65876441865402,-7.837039140029159,-3.064623584277154,3.9038324208521797,3.1914893617021316,-8.230842005676442,-10.351201478743068,-11.48737706580148,,
8528,2017-11-29 23:00:00,10000.65,9837.86,81234878.67,87.3,85.41,7422807.49,-1.606837811996174,-3.4993035528613166,3.4480728079537735,2.9133749539718137,-5.178989493204461,-7.174675064279475,-2.164948453608248,-5.163224516988681,1.6543680076172347,0.9574468085106411,-10.21759697256386,-12.292051756007393,,
8529,2017-11-30 00:00:00,9848.05,10018.15,64907773.93,85.4,87.4,4947406.74,1.8326140034519605,0.19632905670038367,-1.7308182763423843,5.3438766765335135,4.799379874803324,-3.441286376442271,2.3299379463763135,0.11454753722795936,-2.9535864978902917,4.022851701975732,3.3096926713948127,-8.125722695259109,,
8530,2017-11-30 01:00:00,10019.22,10497.24,101382636.69,87.44,90.61,7108956.67,4.782220270209571,6.70247391200931,4.987938214855792,2.968630451415449,10.381652900383271,9.811117062230098,3.672768878718528,6.088280060882805,3.7915234822451342,0.6107039751276895,7.843370626041423,7.104018912529557,,
8531,2017-11-30 02:00:00,10498.98,10469.0,61612146.38,90.6,89.49,6584937.82,-0.2690230955946495,4.500331897605849,6.415419613615151,4.705496413469189,2.6916210542836367,10.08470076078212,-1.236066659309132,2.3913043478260745,4.7769582016157335,2.5085910652920935,-0.6329113924050715,6.510354677457747,,
8735,2017-12-08 14:00:00,15114.61,15870.89,209043227.27,102.28,104.53,20027361.64,5.00363555526738,5.944579473003661,6.429111256108261,5.719736508167007,3.2080491260972948,1.4247881829812672,2.5306522805296696,5.076397265782064,6.197297571878487,5.4899586234736075,7.952080966642574,8.760794922484655,0 days 02:00:00,1.0
8736,2017-12-08 15:00:00,15870.55,15482.34,162427444.28,104.4,114.4,54272708.22,-2.448192886473281,2.4329440190649945,3.350851814741554,3.823521325199485,3.131513439375766,0.6813170091243314,9.442265378360283,12.211868563021092,14.997989545637317,16.224728233262216,15.450600464224445,18.145202932975327,,
8737,2017-12-08 16:00:00,15482.34,15246.44,168237318.38,114.42,123.11,103473361.96,-1.523671486351544,-3.934561955882745,0.8722024584160617,1.7761243547388994,2.2415919346413062,1.5601279756571873,7.613636363636357,17.774801492394527,20.755272192251102,23.753518295134697,25.0736564055674,24.24058936320516,,
8738,2017-12-08 17:00:00,15246.45,15013.31,116348227.39,122.6,120.04,44867043.14,-1.5290782635159488,-3.029451620362301,-5.403477687766722,-0.6702124633053785,0.2198877597816255,0.6782379760960304,-2.4937048168304714,4.93006993006993,14.837845594566158,17.743992153016187,20.667470848411742,21.95468861119577,,
8739,2017-12-08 18:00:00,15003.68,15219.75,112615734.01,120.04,122.04,30542061.39,1.3750465420350377,-0.17505725926839646,-1.6960614480756795,-4.102731478826955,0.6956183454286906,1.5979578608538987,1.6661112962345883,-0.8691414182438415,6.678321678321679,16.75117191236966,19.705738106915156,22.677925211097712,,
8740,2017-12-08 19:00:00,15210.29,15275.1,120846473.94,122.05,127.05,36783923.04,0.36367220223722707,1.7437194063134704,0.18797830837887305,-1.3385573498579657,-3.7539797705106586,1.0618203182219044,4.105211406096354,5.839720093302224,3.2003898952156593,11.0576923076923,21.544054338467422,24.619911721432068,,
8763,2017-12-09 18:00:00,13439.54,14322.63,228100012.73,140.31,146.35,34509388.25,6.544118795707175,0.13171334310695507,-2.7705970364054604,-4.93175526015175,-5.940055676939778,-3.7471245365488794,4.917915262742838,-3.8752052545156035,-8.411039489329744,-8.691040678812083,-10.516661571384907,-4.874878128046799,0 days 04:00:00,1.0
8764,2017-12-09 19:00:00,14322.63,14261.02,123662403.32,146.22,147.84,17879942.23,-0.43015842760721157,6.0858102895876005,-0.2990116605459143,-3.1888375073655384,-5.340699326878457,-6.344662454448073,1.0181072770755102,5.98609219298874,-2.896551724137929,-7.478565617372795,-7.761417519341151,-9.60562519107307,,
8765,2017-12-09 20:00:00,14260.37,14533.76,107484192.18,147.57,151.55,16565413.96,1.9124859231667846,1.4741007761842695,8.114686477853384,1.6077557067043022,-1.3373376526397824,-3.5303535265368855,2.5094696969697026,3.553126067646066,8.645781059574166,-0.4597701149425213,-5.156768258339058,-5.446718243074613,,
8766,2017-12-09 21:00:00,14531.16,14576.86,68221403.48,151.55,152.11,11010625.4,0.29655092694526647,2.2147083448448996,1.7750231626454178,8.435301582767426,1.909074448100816,-1.044752612899807,0.36951501154734556,2.8882575757575824,3.9357704133925657,9.047243530002154,-0.0919540229884968,-4.806308279616984,,
8767,2017-12-09 22:00:00,14585.06,14853.2,114312969.39,152.06,153.93,20772553.08,1.895744350978195,2.1979171253688,4.152437904161134,3.704417414958018,10.49095768698891,3.84100997008485,1.196502531063042,1.5704387990762094,4.119318181818183,5.17936453706868,10.35199655889311,1.1034482758620734,,
8768,2017-12-09 23:00:00,14848.07,14843.42,108222308.05,153.89,155.98,10384245.97,-0.06584439716694486,1.8286517123715225,2.130625522920427,4.083859359288463,3.6361338664756464,10.41820558197593,1.3317741830702157,2.5442114259417368,2.92312768063344,5.505952380952372,6.58011615989067,11.82163595956698,,
8782,2017-12-10 13:00:00,13952.22,14864.81,141625352.28,139.3,145.2,16800245.47,6.56297224524206,7.37187983730406,7.260158817778066,8.104013899161266,9.961378022682,8.67026541763105,4.242946370880894,6.51408450704225,6.451612903225794,6.109324758842432,7.07174987095345,4.867831864798484,0 days 04:00:00,1.0
8783,2017-12-10 14:00:00,14868.97,15216.22,213100525.66,145.09,142.49,18158952.92,2.3640396345462866,9.082163144870142,9.910193633015343,9.795831484307632,10.659635634272865,12.560908581831473,-1.8663911845729888,2.2973652092756245,4.5261150234741905,4.464809384164225,4.128909675533474,5.0733721701939345,,
8784,2017-12-10 15:00:00,15216.28,15446.69,171528280.19,142.49,142.79,13430058.53,1.5146337263788323,3.91447990253492,10.734358377325925,11.574930494509273,11.458836178127024,12.335723797077492,0.21054109060283732,-1.6597796143250667,2.512743197645201,4.746185446009389,4.68475073313782,4.348143817597185,,
8785,2017-12-10 16:00:00,15437.56,15206.25,117708463.44,142.66,150.23,19834614.01,-1.556579435464818,-0.06552218619341299,2.2969684779018404,9.010690126830557,9.838178071297577,9.723890855169879,5.210448910988163,5.4319601375534985,3.4641873278236925,7.854117309210998,10.203931924882626,10.139296187683271,,
8786,2017-12-10 17:00:00,15205.98,15418.34,64495657.98,150.0,155.62,29009414.75,1.3947554459515012,-0.18353446596002357,1.3283193854978492,3.7237610167906663,10.531122664043842,11.370152041680907,3.5878319909472247,8.985223054835782,9.214681732051368,7.176308539944914,11.723741833584617,14.157863849765267,,
8787,2017-12-10 18:00:00,15414.98,15249.44,80479729.26,155.67,152.83,20920664.44,-1.095448666977117,0.28402794903411765,-1.276972607076338,0.21831966151909715,2.5875204593937027,9.320310954225732,-1.792828685258959,1.7306796245756662,7.031304713215227,7.256649589444875,5.254820936639136,9.72072654174745,,
9011,2017-12-20 02:00:00,16297.59,17214.5,277415585.66,317.84,337.89,54665903.08,5.627277970719258,1.784457833462423,-1.76446754966132,0.41819281669690495,1.4425711709694293,-2.1490878540839473,6.254716981132072,3.4093343534812504,-2.5888661458183235,-0.7636053922288533,1.6118846419871935,-3.5619487969860484,0 days 00:00:00,0.0
9012,2017-12-20 03:00:00,17213.42,16804.95,133925780.78,337.92,326.65,21212741.01,-2.37909901536495,3.114300440561078,-0.6370952006480337,-4.101588134925843,-1.970855419852408,-0.9708480409199925,-3.326526384326263,2.7201257861635146,-0.03060443764346526,-5.829273214749049,-4.064730241710485,-1.7682615102396764,,
9013,2017-12-20 04:00:00,16804.95,16897.58,111903965.67,326.45,334.69,26906495.62,0.551206638520204,-1.8410061285544062,3.6826733098531186,-0.08940027316749533,-3.5729897224901075,-1.4305122672420656,2.461350068881072,-0.9470537748971525,5.248427672955974,2.4299923488905883,-3.511401966154469,-1.7034274134335843,,
9014,2017-12-20 05:00:00,16897.67,16477.71,102516629.76,334.4,324.11,16390135.44,-2.4847936805152133,-1.9472833897155397,-4.280054605129402,1.1063727956606544,-2.5719725413446795,-5.969001980175428,-3.1611341838716376,-0.7775906934027135,-4.07825031815087,1.9213836477987463,-0.807957153787295,-6.5615360221408565,,
9015,2017-12-20 06:00:00,16477.67,16333.09,172351477.68,324.11,321.02,28550743.2,-0.8776705015442011,-3.3406558809012976,-2.8078631593667374,-5.120160329954397,0.2189919864518298,-3.427069598585682,-0.9533800253000623,-4.084376587289736,-1.723557324353282,-4.9927491195359455,0.9496855345911893,-1.7536342769701663,,
9016,2017-12-20 07:00:00,16327.93,16432.62,124275410.7,320.99,320.53,12965413.87,0.6093764254038816,-0.273642393269454,-2.7516366248894975,-2.2155971901136375,-4.541984954544141,0.8297028973946725,-0.1526384648931559,-1.1045632655580022,-4.230780722459597,-1.8735649778049916,-5.137766728817074,0.795597484276721,,
9072,2017-12-22 15:00:00,12087.83,12966.9,418129086.7,203.14,239.51,101976311.02,7.353262597361312,7.706287746705954,-4.399415495273394,-5.622791030784375,-7.375646900413953,-5.38086193321663,18.428599683544295,17.24019775808899,-2.741005441403395,-4.387225548902199,-8.258321522963191,-6.499843847595265,0 days 04:00:00,1.0
9073,2017-12-22 16:00:00,12966.91,12751.12,288537858.43,240.52,238.18,70960362.89,-1.6640831655985535,5.566815026757815,5.913965544021883,-5.990288728230369,-7.193306277402861,-8.916993167588725,-0.5553004049935218,17.770965189873415,16.589162465123117,-3.281085032079909,-4.918163672654688,-8.76776343509403,,
9074,2017-12-22 17:00:00,12751.12,12906.38,181332709.91,238.28,238.1,32456667.42,1.2176185307643437,-0.4667268198258677,6.852216128861335,7.203593615153254,-4.845609063067246,-6.06327477684681,-0.033588042656819424,-0.5887019331134385,17.731408227848096,16.550002447501104,-3.313571022496547,-4.950099800399204,,
9075,2017-12-22 18:00:00,12906.38,13388.02,187538028.74,238.1,249.86,36851348.16,3.73179776203708,4.9948553538826355,3.2476536411941237,10.839724739045206,11.20421492250687,-1.2946396316027753,4.939101217975648,4.903854227894873,4.321322700513558,23.54628164556962,22.30652503793628,1.4618695687484866,,
9076,2017-12-22 19:00:00,13388.4,13221.81,196279425.68,249.85,252.67,41779794.82,-1.2414830572407343,2.4439850678501664,3.6913620136897674,1.9658515142401027,9.463668335717694,9.823633435306375,1.1246297926838924,6.119277614447708,6.083634226215459,5.494551375725439,24.93571993670885,23.682020656909295,,
9077,2017-12-22 20:00:00,13221.81,14217.83,248454936.29,252.67,279.62,52572484.08,7.533159227064982,6.198153274345269,10.161253581561994,11.50259741889339,9.64710146604046,17.70974076723362,10.666086199390516,11.9106699751861,17.438051238975223,17.39860609622974,16.746691161120626,38.26147151898734,,
9079,2017-12-22 22:00:00,13947.55,14832.74,194974643.52,271.82,285.07,30798307.75,6.346562657957853,4.324921594926932,12.183884052183478,10.791140138721032,14.925641426953188,16.324997333567552,4.874549334118167,1.949073742936839,12.823049827838688,14.091891459217154,19.727005459890805,19.6867915022252,0 days 00:00:00,1.0
9080,2017-12-22 23:00:00,14832.74,13664.97,261810359.06,285.07,262.09,49384850.4,-7.872921658439375,-2.0260189065463106,-3.888497752469966,3.3517347473606103,2.0686404711077433,5.877635711950215,-8.061177956291443,-3.579574718563762,-6.269222516272094,3.728183005501242,4.894741054990779,10.07559848803023,,
9081,2017-12-23 00:00:00,13664.97,13736.76,145545925.04,262.15,262.88,26424227.27,0.5253579041885996,-7.388924770473962,-1.5113048528236075,-3.3835683785781634,3.8947012549719044,2.6048661415205516,0.30142317524515266,-7.784053039604307,-3.2889412110955774,-5.986696230598673,4.040843788340527,5.2109181141439125,,
9082,2017-12-23 01:00:00,13731.3,13862.56,79841107.89,262.88,268.2,10804644.6,0.9157909143058427,1.4459599984485891,-6.5408009578810145,-0.6093543310473867,-2.4987638760626654,4.846159489510135,2.0237370663420546,2.3312602541111884,-5.917844739888451,-1.3317636671326631,-4.084114154924546,6.146356908220209,,
9083,2017-12-23 02:00:00,13862.56,14045.92,93498191.92,268.2,274.36,16665809.56,1.3226994148267028,2.250603490197105,2.7877851177134,-5.304616679049182,0.7052851576083313,-1.2091155964025442,2.2967934377330446,4.367011564211815,4.6815979243771375,-3.756971971796394,0.9344419100875655,-1.8811243830913351,,
9084,2017-12-23 03:00:00,14045.92,14528.09,89247157.83,274.36,283.62,19737961.07,3.432811805848247,4.800917002343007,5.760674278359671,6.316296340204193,-2.053902380814331,4.162308075611852,3.375127569616559,5.749440715883676,7.88953134510043,8.214735396237947,-0.508646998982702,4.3411080862335405,,
9266,2017-12-30 17:00:00,12112.68,12788.79,131058747.43,203.34,218.44,22291318.46,5.5979647967975845,2.0737538680354533,1.5980768421061127,1.2744845717996374,0.020412664298489324,-4.575938325899143,7.4259860332448095,3.2959757885279233,1.1109053878911341,1.2139746084700234,0.515369041045465,-2.3993565971136253,0 days 04:00:00,1.0
9267,2017-12-30 18:00:00,12788.79,12691.52,96472950.81,218.53,215.82,10570727.73,-0.7605879836950988,4.794799365526562,1.2973931616086647,0.8253340779797409,0.5042030115973826,-0.7403305756684159,-1.1994140267350324,6.137503688403654,2.0570293658674963,-0.10183299389001983,0.0,-0.6902263942573164,,
9268,2017-12-30 19:00:00,12689.61,13145.39,106859883.18,215.85,223.11,9619471.57,3.576167393661271,2.7883795104931623,8.542436810689273,4.919957506482977,4.431016799826498,4.098401548957257,3.377814845704764,2.13788683391321,9.722632044850993,5.504326854873039,3.2725421218293014,3.377814845704764,,
9269,2017-12-30 20:00:00,13145.39,12899.67,68758787.29,223.11,218.84,7519768.98,-1.8692484589654574,1.6400714807997752,0.867009310497703,6.513508983281907,2.9587428176458297,2.4789416276137834,-1.9138541526601272,1.3993142433509453,0.18311664530306065,7.622700895052621,3.4851279141249374,1.2960562858729918,,
9270,2017-12-30 21:00:00,12897.81,12883.92,43549275.46,218.84,218.33,5888479.71,-0.12209614664561186,-1.9890623252714401,1.5159728700738733,0.7438545788929147,6.383460093156292,2.833034160030719,-0.23304697495886992,-2.142440948411098,1.1630062088777775,-0.0503570774583342,7.3718894462476685,3.243958953988752,,
9271,2017-12-30 22:00:00,12883.92,12848.48,42346351.98,218.4,218.5,4658667.33,-0.27507156207117484,-0.39683185693897993,-2.2586625425339215,1.2367312977484108,0.46673688441204125,6.090829447692682,0.0778637841799054,-0.15536464997258426,-2.0662453498274456,1.2417755537021624,0.027467496795459748,7.455493262515982,,
9289,2017-12-31 16:00:00,13334.62,14007.67,205811585.21,219.75,233.12,25734822.87,5.045103416520998,4.743086255062299,6.731203687829781,7.080080327241012,7.0992381003352705,8.42319790950691,6.0504048767173195,6.243733479172372,7.51775666451435,7.029062026536891,8.751632767307328,9.86380131014657,0 days 00:00:00,1.0
9290,2017-12-31 17:00:00,14007.67,13943.12,77138695.79,232.99,232.14,15924478.76,-0.4608189656095501,4.5610356575335045,4.260410248434202,6.239366059012902,6.586635008703146,6.605704499145595,-0.42038435140700847,5.604585570011825,5.797101449275362,7.065768840512865,6.579128598319629,8.294457921253953,,
9291,2017-12-31 18:00:00,13943.12,13839.03,43470083.04,232.14,228.8,9164216.09,-0.7465330571636775,-1.2039118568612726,3.780452961437316,3.482071820395174,5.446254071661243,5.790930543844783,-1.4387869389161605,-1.8531228551818775,4.085160585933954,4.274906571871308,5.525320542385397,5.0456820164363485,,
