Unnamed: 0,time,BTC_open,BTC_close,BTC_volume,BNB_open,BNB_close,BNB_volume,perc_BTC_change_1hr,perc_BTC_change_2hr,perc_BTC_change_3hr,perc_BTC_change_4hr,perc_BTC_change_5hr,perc_BTC_change_6hr,perc_BNB_change_1hr,perc_BNB_change_2hr,perc_BNB_change_3hr,perc_BNB_change_4hr,perc_BNB_change_5hr,perc_BNB_change_6hr,lag_time,met_threshold
5342,2017-07-20 11:00:00,2354.8,2472.97,49570163.81,0.1049,0.1136,7508.89,5.0182605741464075,5.497182299465455,5.382094627706483,5.783289202958367,5.560227258175351,4.6250502400947555,8.293612964728325,12.698412698412703,7.882241215574551,3.3666969972702536,0.2647837599293986,5.871388630009319,0 days 03:00:00,1.0
5343,2017-07-20 12:00:00,2472.97,2525.71,67681801.29,0.1136,0.1185,45158.19,2.1326583015564378,7.257941226431113,7.747076715683134,7.629534617138326,8.039285301804714,7.811466207938669,4.313380281690129,12.964728312678744,17.559523809523803,12.535612535612525,7.825295723384892,4.589585172109441,,
5344,2017-07-20 13:00:00,2525.71,2604.77,51283948.35,0.1185,0.1191,19787.13,3.1302089313499946,5.32962389353693,10.615338882282987,11.119785334305977,10.998563922494425,11.421140659688508,0.5063291139240534,4.841549295774639,13.536701620591044,18.1547619047619,13.105413105413097,8.371246587807098,,
5345,2017-07-20 14:00:00,2604.77,2581.87,57954411.12,0.1191,0.1193,50337.0,-0.8791563170644661,2.223533184728249,4.403611851336656,9.64285714285713,10.142868722030952,10.022713035918974,0.1679261125105002,0.6751054852320751,5.017605633802813,13.727359389895149,18.353174603174605,13.29534662867996,,
5346,2017-07-20 15:00:00,2581.87,2627.25,54757561.72,0.1193,0.1203,14666.79,1.7576407797449178,0.8630320527340233,4.020255690479111,6.238652308762347,11.56998471207745,12.078784698670278,0.838222967309305,1.0075566750629779,1.5189873417721604,5.897887323943659,14.680648236415644,19.3452380952381,,
5347,2017-07-20 16:00:00,2627.25,2594.96,46442904.55,0.1203,0.1174,13555.66,-1.2290417737177644,0.5069968666121898,-0.37661674543241613,2.741803294915093,4.932934892052885,10.198742993035495,-2.4106400665004153,-1.592623637887677,-1.427371956339205,-0.9282700421940843,3.345070422535209,11.916110581506208,,
6714,2017-09-15 12:00:00,3018.12,3360.86,155912672.49,0.5496,0.6687,71954.28,11.356075967821036,10.808663283910805,9.886610342392304,6.705146888404184,7.347252964868748,7.185319368788994,21.670305676855893,22.76482467413255,24.27058167626834,5.075424261470773,8.396822823796395,2.4356617647058694,0 days 03:00:00,1.0
6715,2017-09-15 13:00:00,3360.86,3401.17,92387482.11,0.6687,0.6917,61382.83,1.199395392845877,12.691675612633036,12.137697286212132,11.204585284193458,7.9849635041131295,8.634770971275993,3.43950949603709,25.855167394468708,26.987332476592623,28.544880133804117,8.689503456945321,12.12514183822337,,
6716,2017-09-15 14:00:00,3401.17,3658.9,150758195.59,0.6917,0.7674,78472.02,7.577686501997842,8.867968317632984,21.231097504406723,20.63514043712063,19.631320132876464,16.167725507751605,10.944050889113777,14.759982054733067,39.62882096069869,40.88489076555903,42.612897230997945,20.584538026398494,,
6716,2017-09-15 14:00:00,3401.17,3658.9,150758195.59,0.6917,0.7674,78472.02,7.577686501997842,8.867968317632984,21.231097504406723,20.63514043712063,19.631320132876464,16.167725507751605,10.944050889113777,14.759982054733067,39.62882096069869,40.88489076555903,42.612897230997945,20.584538026398494,0 days 01:00:00,1.0
6716,2017-09-15 14:00:00,3401.17,3658.9,150758195.59,0.6917,0.7674,78472.02,7.577686501997842,8.867968317632984,21.231097504406723,20.63514043712063,19.631320132876464,16.167725507751605,10.944050889113777,14.759982054733067,39.62882096069869,40.88489076555903,42.612897230997945,20.584538026398494,,
6716,2017-09-15 14:00:00,3401.17,3658.9,150758195.59,0.6917,0.7674,78472.02,7.577686501997842,8.867968317632984,21.231097504406723,20.63514043712063,19.631320132876464,16.167725507751605,10.944050889113777,14.759982054733067,39.62882096069869,40.88489076555903,42.612897230997945,20.584538026398494,0 days 01:00:00,1.0
6717,2017-09-15 15:00:00,3658.9,3729.49,100240358.02,0.7674,0.8267,56404.44,1.9292683593429634,9.653148769394052,10.968323583844601,23.56997071024346,22.962516031822947,21.939329340064337,7.727391191034666,19.517131704496173,23.627934798863475,50.41848617176129,51.77161740407564,53.6331536889054,,
6717,2017-09-15 15:00:00,3658.9,3729.49,100240358.02,0.7674,0.8267,56404.44,1.9292683593429634,9.653148769394052,10.968323583844601,23.56997071024346,22.962516031822947,21.939329340064337,7.727391191034666,19.517131704496173,23.627934798863475,50.41848617176129,51.77161740407564,53.6331536889054,,
6717,2017-09-15 15:00:00,3658.9,3729.49,100240358.02,0.7674,0.8267,56404.44,1.9292683593429634,9.653148769394052,10.968323583844601,23.56997071024346,22.962516031822947,21.939329340064337,7.727391191034666,19.517131704496173,23.627934798863475,50.41848617176129,51.77161740407564,53.6331536889054,,
6717,2017-09-15 15:00:00,3658.9,3729.49,100240358.02,0.7674,0.8267,56404.44,1.9292683593429634,9.653148769394052,10.968323583844601,23.56997071024346,22.962516031822947,21.939329340064337,7.727391191034666,19.517131704496173,23.627934798863475,50.41848617176129,51.77161740407564,53.6331536889054,,
6718,2017-09-15 16:00:00,3729.49,3592.83,109635133.53,0.8267,0.7863,130793.41,-3.6643079884917205,-1.8057339637596044,5.635119679404435,6.902102438066442,19.04198640213113,18.456790734018448,-4.886899721785411,2.462861610633311,13.676449327743246,17.586361597128764,43.067685589519655,44.35469065540666,,
6718,2017-09-15 16:00:00,3729.49,3592.83,109635133.53,0.8267,0.7863,130793.41,-3.6643079884917205,-1.8057339637596044,5.635119679404435,6.902102438066442,19.04198640213113,18.456790734018448,-4.886899721785411,2.462861610633311,13.676449327743246,17.586361597128764,43.067685589519655,44.35469065540666,,
6718,2017-09-15 16:00:00,3729.49,3592.83,109635133.53,0.8267,0.7863,130793.41,-3.6643079884917205,-1.8057339637596044,5.635119679404435,6.902102438066442,19.04198640213113,18.456790734018448,-4.886899721785411,2.462861610633311,13.676449327743246,17.586361597128764,43.067685589519655,44.35469065540666,,
6718,2017-09-15 16:00:00,3729.49,3592.83,109635133.53,0.8267,0.7863,130793.41,-3.6643079884917205,-1.8057339637596044,5.635119679404435,6.902102438066442,19.04198640213113,18.456790734018448,-4.886899721785411,2.462861610633311,13.676449327743246,17.586361597128764,43.067685589519655,44.35469065540666,,
6719,2017-09-15 17:00:00,3592.83,3597.26,61902045.5,0.7863,0.8043,87482.95,0.12330113030675793,-3.5455249913526936,-1.6846593238404948,5.765368975970038,7.0339139386942655,19.188766516904572,2.289202594429609,-2.709568162574087,4.8084440969507485,16.278733555009403,20.27815163750562,46.34279475982533,,
6719,2017-09-15 17:00:00,3592.83,3597.26,61902045.5,0.7863,0.8043,87482.95,0.12330113030675793,-3.5455249913526936,-1.6846593238404948,5.765368975970038,7.0339139386942655,19.188766516904572,2.289202594429609,-2.709568162574087,4.8084440969507485,16.278733555009403,20.27815163750562,46.34279475982533,,
6719,2017-09-15 17:00:00,3592.83,3597.26,61902045.5,0.7863,0.8043,87482.95,0.12330113030675793,-3.5455249913526936,-1.6846593238404948,5.765368975970038,7.0339139386942655,19.188766516904572,2.289202594429609,-2.709568162574087,4.8084440969507485,16.278733555009403,20.27815163750562,46.34279475982533,,
6719,2017-09-15 17:00:00,3592.83,3597.26,61902045.5,0.7863,0.8043,87482.95,0.12330113030675793,-3.5455249913526936,-1.6846593238404948,5.765368975970038,7.0339139386942655,19.188766516904572,2.289202594429609,-2.709568162574087,4.8084440969507485,16.278733555009403,20.27815163750562,46.34279475982533,,
6720,2017-09-15 18:00:00,3597.26,3596.95,47266624.7,0.8043,0.811,30761.7,-0.0086176701155991,0.1146728345065002,-3.553837119820672,-1.6931318155729937,5.756254465375143,7.024690109079214,0.8330225040407856,3.141294671245079,-1.8991169710898674,5.681522022413354,17.247361572936253,21.28009570809034,,
6721,2017-09-15 19:00:00,3596.95,3686.44,57392599.15,0.811,0.8345,56256.55,2.487941172382164,2.479109099703659,2.6054669995518887,-1.154313324341927,0.7526852332668278,8.38740786258846,2.8976572133168883,3.7548178540345645,6.129975836194839,0.9435103423249097,8.74381026843889,20.644788202978177,,
8104,2017-11-12 07:00:00,5616.67,6138.88,171567794.75,1.465,1.628,183444.25,9.296918119180306,5.205359254448047,2.2190918158188833,1.1602595052789229,-0.7435887900634901,-0.9036523827818477,12.121212121212118,6.474820143884891,0.4318322023442255,4.025559105431307,3.2994923857867904,-0.7921998781231031,0 days 04:00:00,1.0
8105,2017-11-12 08:00:00,6138.0,6175.41,139675410.64,1.628,1.602,151284.2,0.5950596851542911,9.947300016023645,5.831393933993007,2.827356421745671,1.7622234269922994,-0.15295390202219344,-1.5970515970515848,10.330578512396704,4.7743623283191745,-1.172115977791481,2.3642172523961755,1.6497461928934025,,
8106,2017-11-12 09:00:00,6175.39,6219.36,78581727.39,1.613,1.627,36253.04,0.7116936365358708,1.3109883236029953,10.729787953780688,6.5845892300784445,3.559172174017294,2.4864586955196186,1.5605493133582966,-0.06142506142505467,12.052341597796147,6.409417920209293,0.3701418877236277,3.9616613418530386,,
8107,2017-11-12 10:00:00,6219.88,6377.67,53126071.5,1.627,1.697,36108.97,2.545438758971991,3.2752481211773827,3.889797487489574,13.548346894083721,9.297634675431947,6.1952074810052675,4.302397049784884,5.930087390761546,4.238329238329249,16.873278236914608,10.987573577501646,4.688463911165951,,
8108,2017-11-12 11:00:00,6377.73,6380.07,67646118.37,1.671,1.63,311710.86,0.03763129795049973,2.584027938566027,3.3141119375069814,3.928892566722262,13.591076610821299,9.338764793989506,-3.9481437831467394,0.18438844499077392,1.747815230961286,0.12285012285012298,12.258953168044073,6.605624591236101,,
8109,2017-11-12 12:00:00,6380.07,6194.6,50235039.08,1.652,1.603,81327.52,-2.907021396316958,-2.8704840482495912,-0.3981117028118538,0.31074859806880045,0.9076574228523812,10.288959709437936,-1.6564417177914057,-5.539186800235715,-1.475107559926246,0.062421972534325215,-1.5356265356265304,10.399449035812674,,
8526,2017-11-29 21:00:00,9509.08,10194.6,132095964.1,1.745,1.84,1621997.57,7.199301783921047,6.6452147424095305,-1.7405946300742456,-3.808647654093833,-6.029640308459779,-6.16405320923246,5.444126074498565,3.778905809362672,-6.026557711950964,-5.544147843942499,-6.693711967545633,-5.592611595690097,0 days 04:00:00,1.0
8527,2017-11-29 22:00:00,10194.32,9998.52,105436603.83,1.84,1.817,805978.28,-1.9233711965158016,5.137461290543059,4.594031399591603,-3.6304877308270984,-5.65876441865402,-7.837039140029159,-1.250000000000007,4.126074498567326,2.481669486745631,-7.201225740551584,-6.724845995893223,-7.8600405679513194,,
8528,2017-11-29 23:00:00,10000.65,9837.86,81234878.67,1.818,1.776,456198.3,-1.606837811996174,-3.4993035528613166,3.4480728079537735,2.9133749539718137,-5.178989493204461,-7.174675064279475,-2.256466703357178,-3.4782608695652204,1.7765042979942647,0.16920473773266292,-9.29519918283963,-8.829568788501023,,
8529,2017-11-30 00:00:00,9848.05,10018.15,64907773.93,1.775,1.832,237584.55,1.8326140034519605,0.19632905670038367,-1.7308182763423843,5.3438766765335135,4.799379874803324,-3.441286376442271,3.1531531531531556,0.8255365987892199,-0.43478260869565255,4.985673352435528,3.327693175408921,-6.435137895812047,,
8530,2017-11-30 01:00:00,10019.22,10497.24,101382636.69,1.834,1.883,537336.73,4.782220270209571,6.70247391200931,4.987938214855792,2.968630451415449,10.381652900383271,9.811117062230098,2.783842794759822,6.024774774774774,3.6323610346725403,2.3369565217391264,7.9083094555873865,6.204173716864078,,
8531,2017-11-30 02:00:00,10498.98,10469.0,61612146.38,1.883,1.974,263132.29,-0.2690230955946495,4.500331897605849,6.415419613615151,4.705496413469189,2.6916210542836367,10.08470076078212,4.832713754646838,7.751091703056763,11.148648648648646,8.64061640066043,7.282608695652168,13.123209169054434,,
8735,2017-12-08 14:00:00,15114.61,15870.89,209043227.27,2.527,2.562,512512.13,5.00363555526738,5.944579473003661,6.429111256108261,5.719736508167007,3.2080491260972948,1.4247881829812672,1.3850415512465253,9.207161125319683,4.358452138492861,10.004293688278215,11.101474414570674,5.911533691608094,0 days 03:00:00,1.0
8736,2017-12-08 15:00:00,15870.55,15482.34,162427444.28,2.592,2.688,509521.84,-2.448192886473281,2.4329440190649945,3.350851814741554,3.823521325199485,3.131513439375766,0.6813170091243314,4.918032786885259,6.371191135734073,14.578005115089518,9.490835030549901,15.41434091884929,16.565481352992197,,
8737,2017-12-08 16:00:00,15482.34,15246.44,168237318.38,2.688,2.775,787644.54,-1.523671486351544,-3.934561955882745,0.8722024584160617,1.7761243547388994,2.2415919346413062,1.5601279756571873,3.2366071428571335,8.313817330210776,9.814008705975455,18.286445012787716,13.0346232179226,19.149849720910247,,
8738,2017-12-08 17:00:00,15246.45,15013.31,116348227.39,2.786,2.803,114911.92,-1.5290782635159488,-3.029451620362301,-5.403477687766722,-0.6702124633053785,0.2198877597816255,0.6782379760960304,1.00900900900901,4.2782738095238,9.406713505074165,10.922041946972687,19.479965899403233,14.17515274949083,,
8739,2017-12-08 18:00:00,15003.68,15219.75,112615734.01,2.797,2.81,243701.74,1.3750465420350377,-0.17505725926839646,-1.6960614480756795,-4.102731478826955,0.6956183454286906,1.5979578608538987,0.24973242953978297,1.2612612612612664,4.538690476190472,9.679937548790017,11.199050257221998,19.778346121057115,,
8740,2017-12-08 19:00:00,15210.29,15275.1,120846473.94,2.809,2.803,179329.11,0.36367220223722707,1.7437194063134704,0.18797830837887305,-1.3385573498579657,-3.7539797705106586,1.0618203182219044,-0.24911032028470168,0.0,1.00900900900901,4.2782738095238,9.406713505074165,10.922041946972687,,
8763,2017-12-09 18:00:00,13439.54,14322.63,228100012.73,2.317,2.425,230464.71,6.544118795707175,0.13171334310695507,-2.7705970364054604,-4.93175526015175,-5.940055676939778,-3.7471245365488794,4.570935748167308,-1.4227642276422823,-5.2364204767487434,-5.5685358255451805,-5.384315255559904,-2.766639935846046,0 days 05:00:00,1.0
8764,2017-12-09 19:00:00,14322.63,14261.02,123662403.32,2.425,2.443,81593.29,-0.43015842760721157,6.0858102895876005,-0.2990116605459143,-3.1888375073655384,-5.340699326878457,-6.344662454448073,0.7422680412371233,5.34713238464856,-0.6910569105691018,-4.533020711215322,-4.867601246105919,-4.682013265704256,,
8765,2017-12-09 20:00:00,14260.37,14533.76,107484192.18,2.443,2.44,147838.19,1.9124859231667846,1.4741007761842695,8.114686477853384,1.6077557067043022,-1.3373376526397824,-3.5303535265368855,-0.12279983626688963,0.618556701030933,5.217766278568348,-0.8130081300813016,-4.650254005470895,-4.984423676012465,,
8766,2017-12-09 21:00:00,14531.16,14576.86,68221403.48,2.449,2.466,61808.1,0.29655092694526647,2.2147083448448996,1.7750231626454178,8.435301582767426,1.909074448100816,-1.044752612899807,1.0655737704918133,0.9414654113794569,1.6907216494845514,6.338939197930153,0.24390243902439948,-3.6342321219226243,,
8767,2017-12-09 22:00:00,14585.06,14853.2,114312969.39,2.468,2.486,86701.66,1.895744350978195,2.1979171253688,4.152437904161134,3.704417414958018,10.49095768698891,3.84100997008485,0.8110300081103007,1.8852459016393552,1.7601309864920243,2.5154639175257896,7.2013799051315335,1.056910569105701,,
8768,2017-12-09 23:00:00,14848.07,14843.42,108222308.05,2.515,2.696,72462.43,-0.06584439716694486,1.8286517123715225,2.130625522920427,4.083859359288463,3.6361338664756464,10.41820558197593,8.447304907481897,9.32684509326845,10.491803278688534,10.356119525173971,11.175257731958778,16.25700733074602,,
