Unnamed: 0,time,BTC_open,BTC_close,BTC_volume,DOT_open,DOT_close,DOT_volume,perc_BTC_change_1hr,perc_BTC_change_2hr,perc_BTC_change_3hr,perc_BTC_change_4hr,perc_BTC_change_5hr,perc_BTC_change_6hr,perc_DOT_change_1hr,perc_DOT_change_2hr,perc_DOT_change_3hr,perc_DOT_change_4hr,perc_DOT_change_5hr,perc_DOT_change_6hr,lag_time,met_threshold
36571,2021-02-08 16:00:00,43850.99,43250.82,378694297.25,22.5,22.67,5105615.38,-1.3686578113743801,-0.9695866766435511,0.4754664470573983,0.03925165119461062,9.608379851599393,9.602657985118137,0.7555555555555631,0.4875886524822828,3.23315118397086,2.99863698318946,1.7048003589053502,2.8584392014519175,,
36572,2021-02-08 17:00:00,43250.82,43145.37,230792456.03,22.67,22.77,3701591.13,-0.2438104063691673,-1.609131287571832,-1.2110331297962926,0.23049680401151126,-0.2046544547848409,9.341143215268549,0.44111160123510307,1.1999999999999982,0.930851063829791,3.688524590163928,3.4529759200363377,2.1534320323014824,,
36935,2021-02-23 20:00:00,45507.19,47810.01,258745297.9,31.0,32.68,4951864.52,5.060343211699073,2.0564335030217804,1.4220079559301246,1.0803395080912994,-1.632395751656111,1.8031135435588899,5.419354838709676,2.7996225228059157,1.3333333333333324,-1.6255267910897024,-3.2277169084986777,1.6169154228855822,0 days 04:00:00,1.0
36936,2021-02-23 21:00:00,47810.01,47972.46,223199362.36,32.68,32.93,2772827.47,0.33978240121681025,5.417319768590407,2.403203303374585,1.7666220899250882,1.423792712829996,-1.2981599439216391,0.7649938800489596,6.225806451612902,3.5860333438188126,2.108527131782945,-0.8729680915111353,-2.487414865265038,,
36937,2021-02-23 22:00:00,47972.46,48634.98,140536941.14,32.93,33.44,2375248.76,1.3810423730615524,1.7255173132153732,6.873177623140434,3.8174349323665555,3.1720622626203716,2.8244982665602936,1.548739750986936,2.325581395348831,7.870967741935477,5.190311418685116,3.6899224806201483,0.6622516556291357,,
36938,2021-02-23 23:00:00,48634.98,48898.7,139392021.31,33.44,34.59,3733455.19,0.5422434634495458,1.930774448506493,2.277117281506519,7.4526904429827345,4.380378187208299,3.731506026345526,3.438995215311022,5.0409960522320185,5.844553243574063,11.580645161290333,8.807801195344462,7.255813953488382,,
36939,2021-02-24 00:00:00,48898.7,48495.25,218567731.64,34.59,34.19,5602874.99,-0.8250730592019769,-0.2873035004846372,1.0897710894959336,1.4332563410883994,6.566127242749986,3.519163807692506,-1.1564035848511294,2.2428229665071773,3.826298208320674,4.62056303549571,10.290322580645155,7.5495438817238085,,
36940,2021-02-24 01:00:00,48495.25,50195.32,239214479.94,34.19,35.78,6810586.63,3.505642305174218,2.651645135760261,3.2082669716323444,4.6336168710130785,4.9891434868974045,10.301954482357617,4.650482597250669,3.440300664932054,6.997607655502403,8.654722137868209,9.485924112607105,15.419354838709681,,
38974,2021-05-19 16:00:00,37451.48,39735.17,861338183.03,27.12,28.99,18342311.92,6.097729649135347,5.710328601152512,10.336180282466072,14.969925951987994,3.0794513867090716,0.957869738354197,6.895280235988191,4.393230104429236,4.8842257597684435,16.099319183019624,-19.315335374338996,-27.1608040201005,0 days 01:00:00,1.0
38975,2021-05-19 17:00:00,39735.17,39458.65,499655812.12,28.99,29.45,11756030.85,-0.6959074291112806,5.3593876663886135,4.974682571079145,9.568342606882776,14.169841696044372,2.3621138266218127,1.586754053121769,8.591445427728607,6.049693914296002,6.548480463096956,17.941529835802967,-18.03506818814361,,
38976,2021-05-19 18:00:00,39458.65,38121.19,362306303.27,29.45,27.96,17468961.53,-3.3895229563099574,-4.061842443356845,1.7882070348087686,1.4165416070189099,5.85449848137414,10.300028702574208,-5.059422750424443,-3.5529492928595987,3.097345132743362,0.684191573640624,1.1577424023154859,11.974369243091719,,
38977,2021-05-19 19:00:00,38121.19,39410.7,227787350.61,27.96,27.94,11069071.37,3.3826593555972275,-0.1215196161044647,-0.8165813811794468,5.231355342966403,4.84711773981189,9.435195577574868,-0.07153075822603566,-5.127334465195239,-3.6219385995170654,3.0235988200589983,0.6121714079942445,1.0853835021707696,,
38978,2021-05-19 20:00:00,39410.7,38341.56,332243379.65,27.94,26.85,6544290.55,-2.7128165701192812,0.5780774419686147,-2.8310395819421186,-3.507245596281583,2.376621698261309,2.0028077564738003,-3.9012168933428772,-3.969957081545062,-8.828522920203728,-7.381855812349077,-0.9955752212389365,-3.312927619733519,,
38979,2021-05-19 21:00:00,38341.56,38840.62,267540246.75,26.85,27.12,4768515.75,1.3016163139945403,-1.4465107191701607,1.8872181062553406,-1.56627254100178,-2.251280163140099,3.7091725080023523,1.0055865921787694,-2.9348604151753768,-3.0042918454935617,-7.911714770797958,-6.450500172473259,0.0,,
47551,2022-05-11 13:00:00,29453.96,31142.09,354813578.81,8.458,10.23,16375906.85,5.731419476362435,-1.1930597383346433,-2.241605867370162,-1.9130089141673559,-0.8298020518637369,1.8589482346615054,20.950579333175696,-1.9175455417066087,-6.232813932172316,-7.754733994589716,-7.33695652173912,-2.3854961832061066,0 days 04:00:00,1.0
47552,2022-05-11 14:00:00,31142.09,31773.34,270784324.77,10.23,10.2,7068179.82,2.0269994724181966,7.8745947913285725,0.8097564194818764,-0.26004373405725406,0.07521387765335542,1.1803773373410664,-0.2932551319648205,20.595885552139976,-2.205177372962612,-6.507791017415224,-8.025247971145182,-7.608695652173912,,
47553,2022-05-11 15:00:00,31773.34,31005.74,168737699.33,10.2,9.816,4282076.8,-2.4158618514767367,-0.43783188604232576,5.268493608329754,-1.625668028423007,-2.669623288165746,-2.342465037200625,-3.764705882352928,-4.046920821114367,16.055805154882957,-5.886864813039301,-10.027497708524285,-11.487826871054997,,
47554,2022-05-11 16:00:00,31005.74,30291.19,148215360.52,9.816,9.191,4755011.66,-2.304573282237427,-4.664759826949264,-2.7323150116129056,2.842504030018373,-3.892776599619521,-4.912673145367717,-6.367155664221678,-9.892156862745084,-10.156402737047895,8.666351383305752,-11.879194630872474,-15.75618698441796,,
47555,2022-05-11 17:00:00,30291.19,29806.98,293913885.07,9.191,9.027,7603261.7,-1.59851758877746,-3.866251861752056,-6.188710409418715,-4.287156064348927,1.198548514359361,-5.429067469760251,-1.7843542596018003,-8.037897310513461,-11.500000000000002,-11.759530791788867,6.727358713643876,-13.451581975071914,,
47556,2022-05-11 18:00:00,29806.98,29862.11,190109770.05,9.027,9.087,5037832.63,0.18495667793248768,-1.4165174758733416,-3.688446074823568,-6.015200164666351,-4.110128767850839,1.385721987807417,0.6646726487205107,-1.1315417256011422,-7.426650366748176,-10.911764705882348,-11.173020527859244,7.436746275715294,,
47569,2022-05-12 07:00:00,26433.1,27883.64,587360047.25,7.518,7.939,8113107.91,5.487589423866292,3.6448641901701815,0.7122984075592236,-1.543809050996337,-2.878841497226071,-4.249128550741507,5.599893588720408,4.0770844257996846,-0.6134201301952976,-3.6879776780298466,-7.878858203759576,-12.276243093922657,0 days 03:00:00,1.0
47570,2022-05-12 08:00:00,27883.64,27723.38,272239318.78,7.939,7.854,2929188.94,-0.5747456214468355,4.881304122482806,3.0491698713826594,0.13345888220330585,-2.109681697519071,-3.437041103219205,-1.0706638115631688,4.469273743016764,2.9627687467226007,-1.6775162744116217,-4.719155647215823,-8.865165931770715,,
47571,2022-05-12 09:00:00,27723.38,27654.63,177895926.91,7.854,7.771,2912485.7,-0.24798563522918202,-0.8213059700957207,4.621213554218016,2.7936227328787124,-0.11485771188267781,-2.3524356251893463,-1.0567863509040003,-2.1161355334425007,3.3652567172120262,1.8746722600943864,-2.7165748622934465,-5.72607060536213,,
47572,2022-05-12 10:00:00,27654.63,28275.43,215553372.55,7.771,8.284,4411529.98,2.2448320588631967,1.9912795625930144,1.40508914904941,6.969784096454831,5.10116693045326,2.1273959842420997,6.601466992665046,5.47491723962313,4.345635470462283,10.188880021282268,8.599895123230212,3.7055583375062624,,
47573,2022-05-12 11:00:00,28275.43,28228.98,168033929.71,8.284,8.141,2906707.58,-0.16427690047507934,2.0768674178609463,1.8237314497727135,1.2385040116713606,6.7940574506962905,4.928509991056773,-1.7262192177692017,4.761291983013771,3.654188948306594,2.5444010580677663,8.286778398510245,6.725222863135814,,
47574,2022-05-12 12:00:00,28228.98,28300.03,123901349.81,8.141,8.319,5409543.05,0.25169170122335016,0.0870013294227481,2.333786422020464,2.080013331707742,1.4933129247114059,7.06284923069939,2.1864635794128584,0.4225012071463078,7.051859477544729,5.920550038197106,4.786497039929472,10.654429369513183,,
48764,2022-06-30 23:00:00,18873.41,19908.49,177443940.21,6.782,7.06,1111699.24,5.484329540872592,5.908560624881304,6.270941527332292,5.429808660304405,5.037818593156787,4.321577969132939,4.099085815393683,4.903417533432379,5.325973444726231,3.899926416482703,4.19126328217237,3.1711237761215787,0 days 02:00:00,1.0
48765,2022-07-01 00:00:00,19908.49,20262.66,138108128.34,7.06,7.12,2797137.42,1.7789897676820203,7.360884969912697,7.792663081497252,8.161490703122878,7.305394168457953,6.90643063812545,0.8498583569405169,4.983780595694486,5.794947994056458,6.221095032075187,4.782928623988229,5.076741440377808,,
48766,2022-07-01 01:00:00,20262.66,20380.14,64713307.87,7.12,7.104,1387154.82,0.5797856747337199,2.3690897702437392,7.983348001235599,8.417629500457755,8.788595531798029,7.927535472063226,-0.2247191011235957,0.6232294617563808,4.747861987614274,5.557206537890039,5.982395942115468,4.547461368653424,,
48767,2022-07-01 02:00:00,20380.14,20266.86,46030647.46,7.104,7.037,1499984.31,-0.5558352396008999,0.02072778203849212,1.8000862948420446,7.383138500143857,7.81500610975427,8.183910181165405,-0.943130630630633,-1.1657303370786543,-0.32577903682719106,3.759952816278382,4.561664190193157,4.982843502909139,,
48768,2022-07-01 03:00:00,20266.86,19703.32,72120813.61,7.037,6.845,1461966.65,-2.7805984745540298,-3.3209781679615533,-2.760447048906709,-1.0305653517670195,4.397244589080616,4.817103694526108,-2.728435412817965,-3.6458333333333384,-3.862359550561803,-3.0453257790368253,0.9289295193158319,1.7087667161961264,,
48769,2022-07-01 04:00:00,19703.32,19376.97,76853557.29,6.845,6.759,647755.58,-1.656319848634639,-4.390862718743799,-4.922291996031422,-4.371045065159257,-2.6698157419271897,2.668092305524022,-1.2563915266617884,-3.9505471081426684,-4.856418918918915,-5.07022471910112,-4.263456090651548,-0.33913299911530065,,
51949,2022-11-10 13:00:00,16485.87,17546.72,212870358.97,5.669,6.04,2362482.65,6.434904557660605,7.979416691384535,7.6800341694875405,4.905220892177946,3.5461294244001573,4.745968914181211,6.544364085376618,8.030763727419062,8.399138549892319,6.002106002105996,5.483758295494238,5.2998605299860575,0 days 03:00:00,1.0
51950,2022-11-10 14:00:00,17546.72,17578.51,184283478.7,6.04,6.043,1602546.4,0.1811734614788247,6.6277363584694005,8.17504673828896,7.875121814713982,5.095281312140312,3.7337275313056875,0.049668874172187315,6.597283471511741,8.084421391522088,8.4529791816224,6.05475605475605,5.536150890674121,,
51951,2022-11-10 15:00:00,17578.51,17528.41,188855412.92,6.043,6.048,1098331.02,-0.2850070910446821,-0.10434998677816315,6.323839748827336,7.8667401843439375,7.567670068068959,4.795752308047355,0.0827403607479711,0.13245033112582794,6.685482448403607,8.173850831693791,8.542713567839195,6.142506142506136,,
51952,2022-11-10 16:00:00,17528.41,17772.45,161755310.77,6.048,6.07,983970.21,1.3922540606934735,1.1032789468504576,1.2864512569870583,7.804137725215604,9.368519254698144,9.065285322585007,0.3637566137566178,0.44679794803905565,0.4966887417218584,7.0735579467278304,8.567340368449294,8.937544867193111,,
51953,2022-11-10 17:00:00,17772.45,17185.28,107554182.09,6.07,5.875,3785943.59,-3.303821363965024,-1.9575648903694116,-2.23699278266474,-2.0598721584433006,4.242481591811654,5.755178750109226,-3.2125205930807295,-2.8604497354497362,-2.7800761211318905,-2.731788079470199,3.633797847944971,5.0795922017528135,,
51954,2022-11-10 18:00:00,17185.28,17338.53,63710562.12,5.875,5.908,5657173.43,0.8917515455087144,-2.4415316965303147,-1.0832699600249025,-1.3651896548683569,-1.1864895547430079,5.172065532483272,0.5617021276595806,-2.6688632619439856,-2.3148148148148096,-2.2339897401952635,-2.1854304635761537,4.215911095431307,,
