Unnamed: 0,time,BTC_open,BTC_close,BTC_volume,ETH_open,ETH_close,ETH_volume,perc_BTC_change_1hr,perc_BTC_change_2hr,perc_BTC_change_3hr,perc_BTC_change_4hr,perc_BTC_change_5hr,perc_BTC_change_6hr,perc_ETH_change_1hr,perc_ETH_change_2hr,perc_ETH_change_3hr,perc_ETH_change_4hr,perc_ETH_change_5hr,perc_ETH_change_6hr,lag_time,met_threshold
679,2017-01-07 10:00:00,824.16,867.68,8454079.21,9.742,9.883,973581.7,5.280528052805279,5.444293214077382,7.106442334991536,4.150762213419749,3.461515530912773,5.348275317800463,1.447341408335026,3.087514342338577,5.171863360647003,2.980097947275186,2.4782248029863023,3.2598474558562263,0 days 02:00:00,1.0
680,2017-01-07 11:00:00,867.68,866.74,3211431.11,9.883,9.872,531832.58,-0.10833486999814919,5.166472529605906,5.330060276103444,6.990408709928281,4.037930620573759,3.349430632564244,-0.11130223616310062,1.3344282488195338,2.9727756336705973,5.054804724912202,2.8654787954569176,2.3641642472003292,,
681,2017-01-07 12:00:00,866.74,880.2,5288777.77,9.872,9.902,456132.49,1.5529455199944662,1.442928268486089,6.799650553290633,6.9657787283686625,8.651911468812882,5.65358300324091,0.3038897893030729,0.1922493170090067,1.642373229316345,3.285699384583285,5.374055549643493,3.178076482234029,,
682,2017-01-07 13:00:00,880.2,860.78,6072164.77,9.902,9.813,381897.54,-2.206316746194055,-0.687634123266497,-0.7952240457311426,4.4433119782566495,4.605774839587787,6.254706151016523,-0.898808321551188,-0.5976499189627155,-0.7082869574015837,0.7288031205091329,2.357358923542306,4.426944769607325,,
683,2017-01-07 14:00:00,860.78,874.79,4048306.05,9.813,9.92,206495.8,1.6275935779177015,-0.6146330379459306,0.9287675658213482,0.8194265166881817,6.143224616579305,6.308331713007968,1.0903902985835048,0.1817814582912612,0.4862236628849275,0.37438024891228183,1.827140217614443,3.4734536351309084,,
684,2017-01-07 15:00:00,874.79,879.03,6806035.96,9.92,9.924,293061.77,0.48468775363230143,2.1201700783010757,-0.13292433537833137,1.4179569421048945,1.3080859302968864,6.657687827606291,0.04032258064515685,1.1311525527361548,0.2221773379115355,0.526742301458667,0.4148537893352258,1.8681995483473477,,
2173,2017-03-10 13:00:00,1199.95,1268.92,39853280.59,17.84,18.37,1886738.18,5.747739489145383,5.987988941139133,5.856246663107318,6.474457944552602,6.916744605377362,6.738671444553808,2.970852017937226,4.315729699034648,3.843979649519501,3.3183352080989867,2.7404921700223825,2.3398328690807895,0 days 02:00:00,1.0
2174,2017-03-10 14:00:00,1268.92,1253.11,15352180.56,18.37,18.25,735190.5,-1.245941430507847,4.430184591024614,4.667440675559406,4.537339829151084,5.147848560112767,5.584624588188703,-0.6532389765922754,2.2982062780269064,3.6342986939239106,3.165630299604288,2.643419572553424,2.0693512304250614,,
2175,2017-03-10 15:00:00,1253.11,1239.81,15842291.8,18.25,18.89,5626238.48,-1.0613593379671342,-2.294076852756685,3.3218050752114583,3.5565430201381463,3.4278230112119523,4.031852050748469,3.5068493150684965,2.830702231899834,5.885650224215251,7.268597387847821,6.783493499152058,6.242969628796398,,
2176,2017-03-10 16:00:00,1239.81,1245.28,7472207.7,18.89,18.5,794875.04,0.4411966349682635,-0.6248453846829032,-1.8630016076663698,3.7776574023917604,4.013431003232458,3.884143085958351,-2.0645844362096377,1.36986301369863,0.7076755579749537,3.6995515695067276,5.0539466212379365,4.5788581119276355,,
2177,2017-03-10 17:00:00,1245.28,1253.08,3158794.2,18.5,18.68,587178.23,0.6263651548246142,1.0703252917785777,-0.0023940436194725694,-1.2483056457460002,4.427684486853608,4.664934891374248,0.9729729729729714,-1.1116993118051925,2.356164383561642,1.6875340228633573,4.708520179372196,6.076093128904033,,
2178,2017-03-10 18:00:00,1253.08,1249.12,5354489.4,18.68,18.53,599366.66,-0.31602132345899997,0.3083643839136514,0.7509215121671825,-0.3184078013901421,-1.5603820571825002,4.097670736280666,-0.8029978586723693,0.1621621621621683,-1.9057702488088906,1.5342465753424719,0.8709853021230275,3.8677130044843118,,
4505,2017-06-15 14:00:00,2152.75,2273.54,48406660.68,269.29,299.87,54620286.56,5.6109627220996385,-1.8261271336842502,-1.62264608141789,-3.2709047744658446,-5.560747857656149,-7.97806245320058,11.355787441048678,-0.39857840369348946,-0.6460804452985186,-4.087637933791771,-7.229922039351566,-12.485043046840792,0 days 04:00:00,1.0
4506,2017-06-15 15:00:00,2273.54,2256.02,33791190.61,299.87,298.83,29343628.05,-0.7706044318551678,4.79711996283823,-2.582659348915937,-2.380746330656327,-4.016303469167217,-6.288500920075927,-0.3468169540134126,10.969586690927983,-0.744013020227857,-0.9906566827910706,-4.420278266432111,-7.551664397970556,,
4507,2017-06-15 16:00:00,2256.02,2345.56,35195217.71,298.83,318.72,41498181.34,3.9689364455988847,3.167747213596417,8.9564510509813,1.2837729885181564,1.4936998061478806,-0.2067715557219615,6.655958237124801,6.2860572914929875,18.35567603698615,5.862424020991808,5.599363859253871,1.9414680953142651,,
4508,2017-06-15 17:00:00,2345.56,2261.39,22866449.1,318.72,299.52,28392549.02,-3.5884820682480973,0.2380298047003081,-0.5344088953790165,5.046568342817321,-2.350777043219928,-2.14838341179729,-6.024096385542182,0.2309005119967867,-0.11671724413913453,11.225816034758052,-0.5148304381040991,-0.7620436021469789,,
4509,2017-06-15 18:00:00,2261.39,2297.27,18137238.72,299.52,307.77,19147102.41,1.5866347688810913,-2.0587834035368937,1.8284412372230743,1.043746756159998,6.713273719660898,-0.8014405202454389,2.7544070512820515,-3.4356174698795323,2.991667503262724,2.6344749391402864,14.28942775446543,2.2253960872886664,,
4510,2017-06-15 19:00:00,2297.27,2362.84,18644821.28,307.77,319.77,14481530.65,2.854257444706115,4.486178854598291,0.7367110626033954,4.734887102064706,3.927795420357688,9.759145279293934,3.899015498586607,6.760817307692308,0.32944277108432307,7.007328581467724,6.636209023910354,18.74559025585798,,
5342,2017-07-20 11:00:00,2354.8,2472.97,49570163.81,210.15,224.39,31501910.75,5.0182605741464075,5.497182299465455,5.382094627706483,5.783289202958367,5.560227258175351,4.6250502400947555,6.77611230073756,8.39572967489493,8.312014287782981,9.570779823233554,9.645736623503533,6.3711780042664135,0 days 02:00:00,1.0
5343,2017-07-20 12:00:00,2472.97,2525.71,67681801.29,224.39,224.49,45914569.27,2.1326583015564378,7.257941226431113,7.747076715683134,7.629534617138326,8.039285301804714,7.811466207938669,0.04456526583182082,6.823697359029267,8.44403651997489,8.36028382487813,9.619610332535778,9.694600537503055,,
5344,2017-07-20 13:00:00,2525.71,2604.77,51283948.35,224.49,233.24,34542102.36,3.1302089313499946,5.32962389353693,10.615338882282987,11.119785334305977,10.998563922494425,11.421140659688508,3.897723729342064,3.944026026115256,10.9873899595527,12.670885464470324,12.583868320702814,13.892279896479328,,
5345,2017-07-20 14:00:00,2604.77,2581.87,57954411.12,233.24,226.69,36408513.0,-0.8791563170644661,2.223533184728249,4.403611851336656,9.64285714285713,10.142868722030952,10.022713035918974,-2.8082661636083053,0.979999109091714,1.0250011141316508,7.870568641446582,9.506787111733736,9.422213640971188,,
