Unnamed: 0,time,BTC_open,BTC_close,BTC_volume,DOGE_open,DOGE_close,DOGE_volume,perc_BTC_change_1hr,perc_BTC_change_2hr,perc_BTC_change_3hr,perc_BTC_change_4hr,perc_BTC_change_5hr,perc_BTC_change_6hr,perc_DOGE_change_1hr,perc_DOGE_change_2hr,perc_DOGE_change_3hr,perc_DOGE_change_4hr,perc_DOGE_change_5hr,perc_DOGE_change_6hr,lag_time,met_threshold
679,2017-01-07 10:00:00,824.16,867.68,8454079.21,0.00022,0.0002166,11.72,5.280528052805279,5.444293214077382,7.106442334991536,4.150762213419749,3.461515530912773,5.348275317800463,1.0732617825478308,-1.545454545454546,-0.9602194787379957,-3.8188277087033713,-13.36,-41.930294906166225,0 days 04:00:00,1.0
680,2017-01-07 11:00:00,867.68,866.74,3211431.11,0.0002166,0.00023,0.3436,-0.10833486999814919,5.166472529605906,5.330060276103444,6.990408709928281,4.037930620573759,3.349430632564244,6.1865189289012,7.326178254783016,4.545454545454545,5.166895290352082,2.131438721136771,-7.999999999999999,,
681,2017-01-07 12:00:00,866.74,880.2,5288777.77,0.0002254,0.0002289,7473.25,1.5529455199944662,1.442928268486089,6.799650553290633,6.9657787283686625,8.651911468812882,5.65358300324091,-0.4782608695652172,5.678670360110803,6.812879141390575,4.045454545454545,4.663923182441702,1.6429840142095955,,
682,2017-01-07 13:00:00,880.2,860.78,6072164.77,0.00023,0.000224,0.02871,-2.206316746194055,-0.687634123266497,-0.7952240457311426,4.4433119782566495,4.605774839587787,6.254706151016523,-2.1406727828746224,-2.6086956521739175,3.4164358264081205,4.5263649090060625,1.8181818181818128,2.4234110653863707,,
683,2017-01-07 14:00:00,860.78,874.79,4048306.05,0.0002238,0.0002274,14172.42,1.6275935779177015,-0.6146330379459306,0.9287675658213482,0.8194265166881817,6.143224616579305,6.308331713007968,1.5178571428571435,-0.6553079947575401,-1.1304347826086996,4.9861495844875305,6.112925804946333,3.363636363636359,,
684,2017-01-07 15:00:00,874.79,879.03,6806035.96,0.0002274,0.0002198,5558.86,0.48468775363230143,2.1201700783010757,-0.13292433537833137,1.4179569421048945,1.3080859302968864,6.657687827606291,-3.3421284080914666,-1.8749999999999971,-3.9755351681957207,-4.434782608695654,1.4773776546629716,2.566495566962202,,
2173,2017-03-10 13:00:00,1199.95,1268.92,39853280.59,0.000204,0.0002157,12399.18,5.747739489145383,5.987988941139133,5.856246663107318,6.474457944552602,6.916744605377362,6.738671444553808,2.0823473734027442,2.034058656575224,3.2057416267942584,4.404646660212974,2.1306818181818183,4.404646660212974,0 days 01:00:00,1.0
2174,2017-03-10 14:00:00,1268.92,1253.11,15352180.56,0.0002113,0.0002164,0.1225,-1.245941430507847,4.430184591024614,4.667440675559406,4.537339829151084,5.147848560112767,5.584624588188703,0.32452480296707925,2.4136299100804486,2.365184484389789,3.5406698564593255,4.7434656340755055,2.4621212121212075,,
2175,2017-03-10 15:00:00,1253.11,1239.81,15842291.8,0.0002164,0.0002112,10.16,-1.0613593379671342,-2.294076852756685,3.3218050752114583,3.5565430201381463,3.4278230112119523,4.031852050748469,-2.4029574861367795,-2.0862308762169683,-0.04732607666824535,-0.09460737937558078,1.0526315789473681,2.226524685382383,,
2176,2017-03-10 16:00:00,1239.81,1245.28,7472207.7,0.0002112,0.00021,8.576,0.4411966349682635,-0.6248453846829032,-1.8630016076663698,3.7776574023917604,4.013431003232458,3.884143085958351,-0.5681818181818191,-2.957486136783731,-2.6425591098748273,-0.6152389966871767,-0.6622516556291296,0.4784688995215297,,
2177,2017-03-10 17:00:00,1245.28,1253.08,3158794.2,0.00021,0.000208,0.07156,0.6263651548246142,1.0703252917785777,-0.0023940436194725694,-1.2483056457460002,4.427684486853608,4.664934891374248,-0.9523809523809625,-1.5151515151515262,-3.8817005545286576,-3.5697728326379345,-1.561760530052071,-1.6083254493850527,,
2178,2017-03-10 18:00:00,1253.08,1249.12,5354489.4,0.0002005,0.0002124,2953.44,-0.31602132345899997,0.3083643839136514,0.7509215121671825,-0.3184078013901421,-1.5603820571825002,4.097670736280666,2.115384615384628,1.1428571428571448,0.5681818181818191,-1.8484288354898286,-1.5299026425591091,0.5205868433506861,,
4505,2017-06-15 14:00:00,2152.75,2273.54,48406660.68,0.002704,0.002655,522.63,5.6109627220996385,-1.8261271336842502,-1.62264608141789,-3.2709047744658446,-5.560747857656149,-7.97806245320058,-1.812130177514793,-3.172866520787756,-2.4255788313120212,-6.08418818535551,-4.393230104429246,-6.8421052631579045,0 days 05:00:00,1.0
4506,2017-06-15 15:00:00,2273.54,2256.02,33791190.61,0.002655,0.002777,1048.89,-0.7706044318551678,4.79711996283823,-2.582659348915937,-2.380746330656327,-4.016303469167217,-6.288500920075927,4.595103578154432,2.69970414201184,1.2764405543398933,2.0580668871738355,-1.768659356207999,0.0,,
4507,2017-06-15 16:00:00,2256.02,2345.56,35195217.71,0.002777,0.002807,756.39,3.9689364455988847,3.167747213596417,8.9564510509813,1.2837729885181564,1.4936998061478806,-0.2067715557219615,1.0803024846957177,5.7250470809792935,3.8091715976331444,2.3705324580598086,3.1606027195883915,-0.7074637424831995,,
4508,2017-06-15 17:00:00,2345.56,2261.39,22866449.1,0.002807,0.00267,466.4,-3.5884820682480973,0.2380298047003081,-0.5344088953790165,5.046568342817321,-2.350777043219928,-2.14838341179729,-4.880655504096899,-3.8530788620813787,0.564971751412439,-1.2573964497041326,-2.6258205689277907,-1.874310915104735,,
4509,2017-06-15 18:00:00,2261.39,2297.27,18137238.72,0.00267,0.002856,219.29,1.5866347688810913,-2.0587834035368937,1.8284412372230743,1.043746756159998,6.713273719660898,-0.8014405202454389,6.966292134831459,1.7456359102244388,2.844796543032052,7.5706214689265625,5.621301775147938,4.157549234135666,,
4510,2017-06-15 19:00:00,2297.27,2362.84,18644821.28,0.002856,0.002884,694.16,2.854257444706115,4.486178854598291,0.7367110626033954,4.734887102064706,3.927795420357688,9.759145279293934,0.9803921568627385,8.014981273408232,2.7431421446383975,3.8530788620813787,8.625235404896424,6.656804733727813,,
5342,2017-07-20 11:00:00,2354.8,2472.97,49570163.81,0.001676,0.001869,199.89,5.0182605741464075,5.497182299465455,5.382094627706483,5.783289202958367,5.560227258175351,4.6250502400947555,11.515513126491648,8.852649970879442,9.29824561403509,9.747504403992949,10.657193605683839,13.547995139732693,0 days 04:00:00,1.0
5343,2017-07-20 12:00:00,2472.97,2525.71,67681801.29,0.001869,0.00191,1009.85,2.1326583015564378,7.257941226431113,7.747076715683134,7.629534617138326,8.039285301804714,7.811466207938669,2.193686463349386,13.961813842482105,11.240535818287713,11.695906432748544,12.155020551967112,13.084665482534048,,
