,open_time,close_time,start_price,end_price,pct_change,pnl,capital
0,2017-01-07 10:00:00,2017-03-10 13:00:00,0.0002166,0.0002157,-0.004155124653739588,-4.1551246537395885,995.8448753462604
1,2017-03-10 13:00:00,2017-03-10 15:00:00,0.0002157,0.0002112,-0.020862308762169685,-20.775623268698066,975.0692520775624
2,2017-06-15 14:00:00,2017-07-20 11:00:00,0.002655,0.001869,-0.29604519774011295,-288.664569541606,686.4046825359565
3,2017-07-20 11:00:00,2017-07-20 14:00:00,0.001869,0.001865,-0.0021401819154628662,-1.4690308882524838,684.9356516477039
4,2017-09-15 12:00:00,2017-09-15 16:00:00,0.000709,0.0008705,0.2277856135401974,156.01848764612717,840.9541392938311
5,2017-11-12 07:00:00,2017-11-12 10:00:00,0.00111,0.001132,0.019819819819819715,16.667559517535302,857.6216988113664
6,2017-11-29 21:00:00,2017-11-30 01:00:00,0.002119,0.002175,0.02642756016989149,22.664849048341942,880.2865478597083
7,2017-12-08 14:00:00,2017-12-08 16:00:00,0.002568,0.002456,-0.04361370716510908,-38.392559719738095,841.8939881399702
8,2017-12-09 18:00:00,2017-12-09 22:00:00,0.002487,0.002574,0.03498190591073576,29.451056279926526,871.3450444198968
9,2017-12-10 13:00:00,2017-12-10 14:00:00,0.002518,0.002605,0.03455123113582219,30.106044028805105,901.4510884487019
10,2017-12-20 02:00:00,2017-12-20 06:00:00,0.00516,0.004946,-0.041472868217054225,-37.3857621953531,864.0653262533488
11,2017-12-22 15:00:00,2017-12-22 19:00:00,0.005282,0.005867,0.11075350246118885,95.6982612378282,959.763587491177
12,2017-12-30 17:00:00,2017-12-30 21:00:00,0.007454,0.00789,0.05849208478669168,56.1385731347133,1015.9021606258902
13,2018-01-17 16:00:00,2018-01-17 19:00:00,0.006165,0.006354,0.03065693430656933,31.14444580020976,1047.0466064261
14,2018-01-23 16:00:00,2018-01-23 17:00:00,0.00691,0.006851,-0.008538350217076704,-8.940050619267717,1038.1065558068321
15,2018-02-02 13:00:00,2018-02-02 16:00:00,0.004395,0.00475,0.08077360637087606,83.85161030976694,1121.9581661165992
16,2018-02-05 20:00:00,2018-02-06 00:00:00,0.003731,0.003591,-0.03752345215759848,-42.09974356910314,1079.858422547496
17,2018-02-06 05:00:00,2018-02-06 10:00:00,0.003306,0.003307,0.00030248033877801957,0.3266359414844644,1080.1850584889805
18,2018-02-06 13:00:00,2018-02-06 14:00:00,0.003803,0.003799,-0.0010518012095714166,-1.1361399510796812,1079.0489185379008
19,2018-03-18 21:00:00,2018-03-18 22:00:00,0.003268,0.003236,-0.009791921664626656,-10.565962482623235,1068.4829560552776
20,2018-03-30 05:00:00,2018-03-30 08:00:00,0.002918,0.002966,0.016449623029472196,17.576141840525423,1086.059097895803
21,2018-04-01 16:00:00,2018-04-01 19:00:00,0.002804,0.002819,0.005349500713266698,5.809873918843385,1091.8689718146463
22,2018-04-12 11:00:00,2018-04-12 14:00:00,0.003675,0.003759,0.02285714285714294,24.95700507004915,1116.8259768846956
