,open_time,close_time,start_price,end_price,pct_change,pnl,capital
0,2017-11-12 07:00:00,2017-11-12 09:00:00,0.1674,0.1675,0.0005973715651136006,0.5973715651136007,1000.5973715651136
1,2017-11-29 21:00:00,2017-11-30 01:00:00,0.1458,0.1631,0.11865569272976667,118.72657426664229,1119.323945831756
2,2017-12-08 14:00:00,2017-12-08 16:00:00,0.2394,0.2363,-0.012949039264828703,-14.494169724638404,1104.8297761071176
3,2017-12-09 18:00:00,2017-12-09 22:00:00,0.2317,0.2398,0.03495899870522237,38.62374271241985,1143.4535188195375
4,2017-12-10 13:00:00,2017-12-10 14:00:00,0.2397,0.2452,0.02294534835210682,26.23693931375662,1169.6904581332942
5,2017-12-20 02:00:00,2017-12-20 05:00:00,0.3597,0.3444,-0.04253544620517107,-49.75330555863064,1119.9371525746635
6,2017-12-22 15:00:00,2017-12-22 18:00:00,0.3601,0.395,0.09691752291030281,108.54153464275424,1228.4786872174177
7,2017-12-22 22:00:00,2017-12-23 00:00:00,0.4351,0.4537,0.042748793380832005,52.515981572613136,1280.9946687900308
8,2017-12-30 17:00:00,2017-12-30 20:00:00,0.4583,0.4744,0.035129827623827194,45.00112190163539,1325.9957906916661
9,2017-12-31 16:00:00,2017-12-31 18:00:00,0.568,0.5547,-0.023415492957746444,-31.048845098942135,1294.946945592724
10,2018-01-02 18:00:00,2018-01-02 20:00:00,0.6412,0.6442,0.004678727386150971,6.058703737957229,1301.0056493306813
11,2018-01-17 16:00:00,2018-01-17 18:00:00,0.6023,0.5397,-0.10393491615474015,-135.21991308002762,1165.7857362506536
12,2018-01-23 16:00:00,2018-01-23 18:00:00,0.8555,0.8569,0.0016364699006428483,1.9077732679729569,1167.6935095186266
13,2018-02-02 13:00:00,2018-02-02 16:00:00,0.4725,0.5248,0.11068783068783083,129.24946147687672,1296.9429709955034
14,2018-02-05 20:00:00,2018-02-05 22:00:00,0.3495,0.3389,-0.03032904148783977,-39.33503717468479,1257.6079338208185
15,2018-02-06 05:00:00,2018-02-06 09:00:00,0.2964,0.3252,0.09716599190283398,122.19672231457342,1379.804656135392
